location,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Gust,Cloud Cover Total,Mean Sea Level Pressure
unit,°C,mm,%,km/h,%,hPa
level,2 m elevation corrected,sfc,2 m,sfc,sfc,MSL
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Gust,Basel Cloud Cover Total,Basel Mean Sea Level Pressure [MSL]
20240923T0500,14.940246,0.2,96.316795,13.32,64.0,1012.4
20240923T0600,15.260245,0.5,95.76543,12.599999,75.0,1012.7
20240923T0700,15.720245,0.3,94.4268,11.879999,80.0,1012.7
20240923T0800,16.250246,0.8,93.59981,15.4800005,80.0,1012.9
20240923T0900,16.740246,0.7,92.48537,12.599999,91.0,1012.8
20240923T1000,17.200245,0.9,87.18874,14.4,87.0,1012.7
20240923T1100,17.030245,1.0,88.650826,15.4800005,87.0,1012.3
20240923T1200,16.860245,0.9,90.838844,15.84,96.0,1011.9
20240923T1300,16.380245,0.9,91.04169,15.4800005,94.0,1011.9
20240923T1400,16.120245,0.6,90.142784,14.759999,98.0,1011.6
20240923T1500,15.900246,0.2,89.13501,15.119999,100.0,1011.5
20240923T1600,15.690246,0.0,89.64252,14.04,98.0,1011.2
20240923T1700,15.260245,0.0,92.22076,10.799999,92.0,1010.9
20240923T1800,13.850245,0.0,96.473595,10.799999,62.0,1011.0
20240923T1900,13.510245,0.0,97.03562,15.119999,39.0,1010.9
20240923T2000,13.200245,0.0,97.15548,12.959999,28.0,1011.0
20240923T2100,12.870245,0.0,97.46824,12.959999,24.0,1010.7
20240923T2200,12.640245,0.0,97.9148,12.959999,33.0,1010.4
20240923T2300,12.280245,0.0,99.21258,13.32,33.0,1010.4
20240924T0000,12.110246,0.0,98.490234,14.759999,75.0,1010.8
20240924T0100,12.510245,0.0,96.88094,17.64,69.0,1010.6
20240924T0200,13.100245,0.0,94.62197,17.64,61.0,1010.1
20240924T0300,13.240245,0.0,93.20077,18.0,70.0,1009.8
20240924T0400,13.440246,0.2,91.502075,20.16,58.0,1009.6
20240924T0500,13.580245,0.2,90.24864,28.44,68.0,1009.5
20240924T0600,13.820246,0.0,89.08047,24.48,76.0,1009.9
20240924T0700,14.370245,0.0,87.66839,28.44,57.0,1010.0
20240924T0800,15.070246,0.0,85.1737,32.039997,68.0,1010.4
20240924T0900,16.250246,0.0,79.05118,36.36,59.0,1010.3
20240924T1000,17.260244,0.0,67.59582,39.96,27.0,1010.5
20240924T1100,17.590246,0.0,61.744293,42.839996,40.0,1010.4
20240924T1200,18.360245,0.0,58.02574,46.079998,33.0,1009.9
20240924T1300,18.600245,0.0,56.733788,47.16,46.0,1009.5
20240924T1400,18.470245,0.0,58.32708,47.519997,41.0,1009.6
20240924T1500,18.470245,0.0,61.251614,45.36,68.0,1009.9
20240924T1600,17.910246,0.0,64.22173,33.839996,63.0,1009.9
20240924T1700,16.530245,0.0,69.45757,30.599998,36.0,1010.0
20240924T1800,15.270246,0.0,75.51258,25.919998,5.0,1010.4
20240924T1900,14.610246,0.0,78.386665,23.4,13.0,1011.1
20240924T2000,14.030245,0.0,80.58629,20.880001,26.0,1011.6
20240924T2100,13.720245,0.0,82.1775,21.24,35.0,1011.9
20240924T2200,13.930245,0.0,80.73417,20.880001,66.0,1012.0
20240924T2300,13.5602455,0.0,83.2081,19.8,54.0,1011.8
20240925T0000,13.580245,0.0,83.656845,18.359999,36.0,1011.8
20240925T0100,13.510245,0.0,83.76027,16.919998,36.0,1011.7
20240925T0200,13.5602455,0.0,84.83604,16.56,60.0,1011.5
20240925T0300,13.850245,0.0,83.18862,17.28,69.0,1011.4
20240925T0400,13.890245,0.0,83.249115,18.72,42.0,1011.2
20240925T0500,13.780245,0.0,83.45805,18.72,29.0,1010.7
20240925T0600,14.070246,0.0,82.27812,18.359999,28.800001,1011.0
20240925T0700,15.260245,0.0,79.37736,19.44,40.0,1011.0
20240925T0800,16.720245,0.0,73.53519,20.880001,57.0,1011.1
20240925T0900,17.940245,0.0,70.20045,24.84,43.0,1010.6
20240925T1000,18.950245,0.0,66.79313,33.12,30.000002,1010.4
20240925T1100,19.820246,0.0,63.465755,53.639996,51.0,1009.9
20240925T1200,19.950245,0.1,58.92608,48.239998,65.0,1009.3
20240925T1300,19.940245,0.0,56.730526,50.399998,97.0,1009.4
20240925T1400,20.040245,0.0,54.052876,44.639996,77.0,1008.7
20240925T1500,18.970245,0.0,56.03095,33.839996,54.0,1008.4
20240925T1600,18.360245,0.0,56.291283,29.88,72.0,1008.3
20240925T1700,17.430244,0.0,58.939053,27.359999,50.0,1007.5
20240925T1800,16.390245,0.0,67.2319,21.96,92.0,1007.4
20240925T1900,16.250246,0.0,70.10121,22.319998,100.0,1006.9
20240925T2000,15.420245,0.1,78.61464,21.96,99.0,1006.2
20240925T2100,15.240245,0.2,83.800446,24.84,98.0,1005.5
20240925T2200,15.3102455,0.4,84.41834,25.919998,100.0,1004.7
20240925T2300,15.160245,0.4,86.65331,27.359999,100.0,1003.7
20240926T0000,15.050245,0.7,87.61615,30.599998,100.0,1002.9
20240926T0100,14.750245,1.1,91.1695,34.2,100.0,1002.2
20240926T0200,14.970245,0.7,91.90268,36.36,100.0,1000.9
20240926T0300,16.050245,0.7,87.8794,38.519997,98.0,1000.0
20240926T0400,16.850245,0.9,87.32585,38.88,78.0,999.6
20240926T0500,17.470245,0.7,87.382545,37.079998,97.0,999.6
20240926T0600,17.670246,0.6,87.34441,34.2,96.0,1000.1
20240926T0700,17.680244,0.2,88.19243,48.239998,100.0,1000.4
20240926T0800,17.740246,0.3,88.93715,48.239998,99.0,1000.9
20240926T0900,17.650246,0.4,88.98715,46.44,99.0,1001.5
20240926T1000,17.880245,1.1,90.268906,40.32,97.0,1002.3
20240926T1100,17.530245,1.7,92.528694,28.08,88.0,1002.5
20240926T1200,17.390245,2.5,93.41402,34.2,94.0,1001.8
20240926T1300,16.970245,1.7,92.49808,34.56,98.0,1001.6
20240926T1400,16.470245,1.6,92.6495,26.28,100.0,1002.0
20240926T1500,15.960245,2.3,93.707016,43.199997,99.0,1001.5
20240926T1600,16.220245,2.3,90.384285,40.32,100.0,1001.6
20240926T1700,16.370245,1.4,86.37713,48.239998,100.0,1001.9
20240926T1800,16.510246,0.6,84.05847,46.079998,85.0,1002.3
20240926T1900,16.900246,0.0,82.42134,42.48,45.0,1002.8
20240926T2000,17.040245,0.0,80.524666,43.56,49.0,1003.6
20240926T2100,16.430246,0.0,79.756676,45.0,46.0,1004.4
20240926T2200,16.450245,0.0,79.49778,46.8,43.0,1005.1
20240926T2300,16.100246,0.0,80.81958,46.8,37.0,1005.2
20240927T0000,16.030245,0.0,81.88032,45.719997,54.0,1005.4
20240927T0100,15.540245,0.0,83.340645,44.28,68.0,1005.5
20240927T0200,15.210245,0.0,84.18465,40.32,35.0,1005.0
20240927T0300,14.750245,0.0,84.913795,34.2,24.0,1004.8
20240927T0400,14.330245,0.0,85.48792,30.239998,42.0,1004.7
20240927T0500,14.0602455,0.0,85.74278,27.72,45.0,1004.4
20240927T0600,14.3102455,0.0,82.96924,28.8,89.0,1004.7
20240927T0700,15.120245,0.1,79.7797,34.56,80.0,1005.1
20240927T0800,15.370245,0.2,76.79876,36.36,86.0,1005.5
20240927T0900,15.720245,0.0,74.88751,38.88,53.0,1005.8
20240927T1000,15.400246,0.0,78.039406,37.44,35.0,1006.2
20240927T1100,15.550245,0.0,71.48169,57.96,55.0,1006.4
20240927T1200,14.410245,0.2,73.36226,73.439995,72.0,1006.0
20240927T1300,13.180245,0.0,77.48003,58.679996,92.0,1007.8
20240927T1400,14.040245,0.0,76.426414,47.88,40.0,1008.2
20240927T1500,14.710245,0.0,70.64796,54.0,27.0,1008.2
20240927T1600,14.480246,0.0,70.55455,51.48,24.0,1008.2
20240927T1700,13.930245,0.0,72.877815,48.239998,31.0,1008.9
20240927T1800,12.910245,0.0,75.41184,37.8,25.0,1009.5
20240927T1900,12.390245,0.0,78.03918,29.88,28.0,1010.1
20240927T2000,11.970245,0.0,79.04303,28.8,26.0,1010.3
20240927T2100,11.300245,0.0,81.01881,27.72,25.0,1010.8
20240927T2200,12.280245,0.0,76.28558,27.72,53.0,1011.1
20240927T2300,12.190246,0.2,76.478966,27.0,96.0,1011.7
20240928T0000,12.120245,0.3,77.677536,34.56,83.0,1012.1
20240928T0100,12.0602455,0.5,81.84525,33.12,84.0,1012.9
20240928T0200,11.900246,0.3,85.622,29.519999,100.0,1013.2
20240928T0300,11.650246,0.7,88.89295,27.72,98.0,1013.8
20240928T0400,11.410245,1.3,92.47388,25.56,99.0,1014.4
20240928T0500,11.350245,0.6,94.224915,22.68,85.0,1015.3
20240928T0600,11.350245,0.3,94.35139,22.319998,86.0,1016.5
20240928T0700,11.610246,0.2,92.54851,16.919998,99.0,1017.6
20240928T0800,11.880245,1.1,90.358574,21.96,78.0,1018.7
20240928T0900,12.120245,1.0,82.24265,27.359999,87.0,1019.8
20240928T1000,12.450245,0.5,78.79491,27.72,97.0,1021.2
20240928T1100,12.850245,0.2,74.533295,25.919998,93.0,1021.6
20240928T1200,13.330245,0.0,68.51765,26.64,58.0,1021.9
20240928T1300,13.640245,0.0,65.366745,29.16,51.0,1022.2
20240928T1400,13.330245,0.0,65.161476,29.519999,74.0,1022.9
20240928T1500,13.220245,0.0,64.59852,28.44,69.0,1023.8
20240928T1600,12.880245,0.0,67.39284,25.919998,62.0,1024.4
20240928T1700,11.490245,0.0,72.96599,20.16,49.0,1025.4
20240928T1800,9.740245,0.0,82.599976,14.04,33.0,1026.3
20240928T1900,8.920245,0.0,86.827324,9.0,26.0,1026.9
20240928T2000,8.120246,0.0,89.42984,8.28,36.0,1027.5
20240928T2100,7.860245,0.0,91.158966,7.2,27.0,1027.9
20240928T2200,8.360246,0.0,87.55248,5.7599998,58.0,1028.6
20240928T2300,7.9902453,0.0,87.4533,5.3999996,32.0,1028.9
20240929T0000,7.8702455,0.0,86.83409,4.32,73.0,1028.6
20240929T0100,7.9702454,0.0,86.122406,5.7599998,89.0,1028.9
20240929T0200,6.3202453,0.0,92.12745,9.36,95.0,1028.6
20240929T0300,5.650245,0.0,94.77091,11.879999,100.0,1028.7
20240929T0400,5.0702453,0.0,96.42268,12.24,100.0,1028.3
20240929T0500,4.9302454,0.0,97.166664,12.24,100.0,1028.2
20240929T0600,5.3202453,0.0,96.63659,12.599999,100.0,1028.7
20240929T0700,7.110245,0.0,92.18467,18.0,100.0,1028.5
20240929T0800,9.170245,0.0,86.25734,19.08,99.0,1028.1
20240929T0900,11.160245,0.0,77.89466,20.880001,86.0,1027.7
20240929T1000,12.250245,0.0,73.5125,27.359999,85.0,1026.6
20240929T1100,13.830245,0.0,64.82776,31.319998,82.0,1026.0
20240929T1200,14.900246,0.0,59.646404,31.319998,77.0,1024.7
20240929T1300,15.260245,0.0,57.75491,26.64,30.000002,1023.9
20240929T1400,15.3102455,0.0,57.21254,24.119999,40.0,1023.0
20240929T1500,15.210245,0.0,59.559547,21.96,82.0,1022.4
20240929T1600,14.410245,0.0,69.213005,18.0,92.0,1021.7
20240929T1700,13.220245,0.0,71.02702,10.440001,46.0,1021.5
20240929T1800,11.8102455,0.0,74.19205,11.5199995,28.500002,1021.1
20240929T1900,11.110246,0.0,79.12664,14.759999,44.0,1021.0
20240929T2000,9.790245,0.0,88.4818,15.119999,20.7,1020.8
20240929T2100,9.430245,0.0,90.34703,15.84,46.0,1020.6
20240929T2200,8.950245,0.0,91.68212,16.56,35.0,1020.6
20240929T2300,9.120245,0.0,91.13062,16.199999,26.7,1020.4
20240930T0000,9.330245,0.0,90.710884,16.199999,71.0,1020.5
20240930T0100,9.710245,0.0,88.534836,17.64,97.0,1020.1
20240930T0200,10.010245,0.0,88.26102,19.08,99.0,1019.3
20240930T0300,10.3102455,0.0,89.37865,19.08,94.0,1018.9
20240930T0400,10.450245,0.0,90.42916,20.16,98.0,1018.6
20240930T0500,10.690246,0.0,89.89811,20.880001,98.0,1018.1
20240930T0600,10.960245,0.0,89.55607,20.880001,93.0,1018.1
20240930T0700,11.990245,0.0,87.85325,21.599998,92.0,1017.9
20240930T0800,13.930245,0.0,81.87612,21.96,54.0,1017.8
20240930T0900,16.340246,0.0,72.01537,22.319998,41.0,1017.5
20240930T1000,17.970245,0.0,64.62178,29.88,49.0,1017.3
20240930T1100,19.060246,0.0,60.578915,35.64,48.0,1016.7
20240930T1200,19.370245,0.0,55.27308,46.079998,50.0,1016.3
20240930T1300,19.020245,0.0,56.649734,47.16,58.0,1016.1
20240930T1400,19.100245,0.0,58.757355,42.48,63.0,1015.8
20240930T1500,19.150246,0.0,59.718636,34.56,65.0,1015.8
20240930T1600,18.340246,0.0,63.425377,33.12,52.0,1015.6
20240930T1700,16.930244,0.0,69.86257,28.8,39.0,1015.6
20240930T1800,15.770246,0.0,74.29982,24.84,30.0,1015.9
20240930T1900,15.750245,0.0,74.99251,23.039999,32.0,1016.0
20240930T2000,15.760245,0.0,74.44675,19.8,40.0,1016.0
20240930T2100,15.800245,0.0,73.762215,19.44,55.0,1015.9
20240930T2200,15.400246,0.0,76.59933,20.16,38.0,1015.4
20240930T2300,15.450245,0.0,75.64392,22.319998,44.0,1015.4
20241001T0000,15.380245,0.0,74.77866,25.199999,46.0,1015.2
20241001T0100,15.130245,0.0,75.99496,25.919998,48.0,1015.1
20241001T0200,14.860246,0.0,77.54034,26.28,49.0,1015.1
20241001T0300,14.740245,0.0,78.87893,26.64,38.0,1015.2
20241001T0400,14.450245,0.0,80.05569,26.64,38.0,1015.0
20241001T0500,14.220245,0.0,80.34417,25.919998,80.0,1015.1
20241001T0600,14.140245,0.0,80.70959,26.28,99.0,1015.1
20241001T0700,14.320246,0.0,80.89652,23.4,98.0,1015.1
20241001T0800,14.930245,0.0,80.01787,23.4,100.0,1014.9
20241001T0900,15.500245,0.0,77.02444,24.84,94.0,1014.7
20241001T1000,16.100246,0.0,72.693825,28.8,98.0,1014.4
20241001T1100,15.890245,0.0,70.927025,32.039997,99.0,1014.0
20241001T1200,15.490245,0.1,74.05228,31.319998,100.0,1013.5
20241001T1300,14.910245,0.4,78.43266,24.84,99.0,1012.6
20241001T1400,14.220245,0.8,83.622986,16.199999,100.0,1011.8
20241001T1500,13.430245,1.1,90.416855,12.599999,100.0,1011.1
20241001T1600,13.020246,1.5,93.25038,11.5199995,100.0,1010.5
20241001T1700,12.750245,2.0,94.98319,12.24,100.0,1009.8
20241001T1800,12.610246,2.3,95.989876,11.5199995,100.0,1009.1
20241001T1900,12.570246,2.4,96.6904,10.440001,98.0,1008.3
20241001T2000,12.510245,3.1,97.33093,11.879999,100.0,1007.2
20241001T2100,12.530245,3.8,97.46031,10.799999,100.0,1006.3
20241001T2200,12.570246,4.5,98.30243,14.04,100.0,1005.4
20241001T2300,12.600245,3.6,98.432884,15.4800005,96.0,1005.5
20241002T0000,12.650246,1.5,97.14148,9.36,65.0,1006.1
20241002T0100,12.510245,0.2,95.9228,11.5199995,34.0,1006.6
20241002T0200,12.420245,0.1,94.71708,14.4,45.0,1007.5
20241002T0300,12.240245,0.2,93.45584,15.4800005,62.0,1008.0
20241002T0400,11.990245,0.2,89.042564,19.44,76.0,1008.6
20241002T0500,11.550245,0.2,89.30449,21.24,93.0,1009.3
20241002T0600,11.210245,0.2,89.75895,22.319998,89.0,1010.0
20241002T0700,11.640245,0.2,87.111084,21.24,72.0,1010.7
20241002T0800,12.290245,0.0,84.86099,20.16,62.0,1011.3
20241002T0900,12.930245,0.0,83.52109,20.519999,52.0,1011.6
20241002T1000,13.410245,0.0,80.76947,21.96,72.0,1011.6
20241002T1100,13.430245,0.0,77.94013,20.880001,87.0,1011.5
20241002T1200,13.5602455,0.0,77.85564,18.72,98.0,1011.4
20241002T1300,13.920245,0.0,74.42133,18.0,99.0,1011.5
20241002T1400,13.960245,0.0,74.37818,16.56,95.0,1011.3
20241002T1500,14.050245,0.0,76.37665,13.679999,97.0,1010.9
20241002T1600,13.870245,0.0,78.64131,10.08,97.0,1010.8
20241002T1700,13.480246,0.0,80.238304,7.2,95.0,1011.0
20241002T1800,12.710245,0.0,84.90937,6.4799995,98.0,1011.3
20241002T1900,12.130245,0.0,87.74855,5.04,98.0,1011.4
20241002T2000,11.850245,0.0,86.78041,5.04,92.0,1011.5
20241002T2100,11.580245,0.0,87.93254,5.3999996,78.0,1011.4
20241002T2200,11.030245,0.0,91.89056,6.12,66.0,1011.9
20241002T2300,10.000245,0.0,96.87091,9.72,66.0,1011.9
20241003T0000,9.870245,0.0,97.39223,13.32,55.0,1011.4
20241003T0100,9.570246,0.0,97.97936,14.4,39.0,1011.1
20241003T0200,9.320246,0.0,98.23967,15.119999,39.0,1011.1
20241003T0300,9.300245,0.0,97.64102,16.199999,52.0,1011.0
20241003T0400,8.980246,0.0,96.969864,16.56,64.0,1011.1
20241003T0500,8.690246,0.0,96.695915,17.28,58.0,1011.3
20241003T0600,9.150246,0.0,95.99017,18.0,27.0,1011.9
20241003T0700,10.100245,0.0,92.95579,25.919998,59.0,1012.4
20241003T0800,11.220245,0.0,88.85462,32.039997,99.0,1012.5
20241003T0900,12.230246,0.0,83.772865,35.64,100.0,1012.7
20241003T1000,12.650246,0.2,83.20566,34.92,63.0,1013.1
20241003T1100,12.770246,0.2,82.60662,35.64,46.0,1013.0
20241003T1200,12.990245,0.1,84.37373,38.88,51.0,1012.8
20241003T1300,12.640245,0.4,86.57055,39.96,51.0,1012.8
20241003T1400,12.260245,0.3,87.17343,39.6,62.0,1012.9
20241003T1500,12.150246,0.1,86.5196,37.8,70.0,1013.0
20241003T1600,11.750245,0.0,86.12775,36.719997,79.0,1013.3
20241003T1700,11.330245,0.0,86.4917,32.039997,61.0,1013.9
20241003T1800,11.040245,0.0,85.52561,29.88,71.0,1014.4
20241003T1900,10.820246,0.0,85.617256,30.599998,76.0,1014.8
20241003T2000,10.480246,0.0,86.5778,29.88,76.0,1014.9
20241003T2100,10.290245,0.0,86.26221,28.8,77.0,1015.2
20241003T2200,10.230246,0.0,85.96111,28.44,63.0,1015.2
20241003T2300,10.260245,0.0,85.14469,28.08,66.0,1015.4
20241004T0000,10.170245,0.0,84.84289,27.72,39.0,1015.0
20241004T0100,9.980246,0.0,84.995094,27.359999,57.0,1015.2
20241004T0200,9.880245,0.0,84.69175,27.0,65.0,1015.5
20241004T0300,9.820246,0.0,85.26864,27.359999,84.0,1015.4
20241004T0400,9.650246,0.0,85.48366,27.0,86.0,1015.5
20241004T0500,9.600245,0.0,84.89146,26.28,84.0,1015.7
20241004T0600,9.500245,0.0,85.23115,26.64,85.0,1016.1
20241004T0700,9.750245,0.0,84.79265,32.760002,90.0,1016.5
20241004T0800,10.450245,0.0,82.63831,36.719997,81.0,1016.9
20241004T0900,11.200245,0.0,78.22282,36.36,92.0,1017.3
20241004T1000,12.220245,0.0,74.726204,38.88,53.0,1017.2
20241004T1100,12.650246,0.0,71.1574,39.239998,39.0,1017.1
20241004T1200,12.940246,0.0,69.19217,39.6,30.0,1016.4
20241004T1300,13.040245,0.0,68.73918,37.079998,51.0,1016.8
20241004T1400,12.990245,0.0,69.25015,33.48,56.0,1016.4
20241004T1500,12.890245,0.1,72.13723,28.08,64.0,1017.0
20241004T1600,12.280245,0.1,77.07043,25.919998,66.0,1017.2
20241004T1700,11.510245,0.0,82.609505,22.319998,61.0,1017.8
20241004T1800,11.040245,0.0,86.34347,20.519999,76.0,1018.4
20241004T1900,10.570246,0.0,89.58357,18.359999,75.0,1019.0
20241004T2000,10.190246,0.0,92.33287,18.0,79.0,1018.8
20241004T2100,10.0602455,0.0,93.206,16.919998,79.0,1018.9
20241004T2200,9.750245,0.0,94.78412,14.4,32.0,1019.0
20241004T2300,9.470245,0.0,95.28769,13.32,23.0,1018.9
20241005T0000,9.110246,0.0,95.72728,13.32,40.0,1018.8
20241005T0100,8.870245,0.0,96.175766,12.599999,79.0,1018.6
20241005T0200,9.070246,0.0,96.18344,11.879999,86.0,1018.5
20241005T0300,8.700245,0.0,96.16917,10.08,94.0,1018.6
20241005T0400,8.760245,0.0,95.64719,10.440001,91.0,1018.7
20241005T0500,8.710245,0.0,95.90698,11.5199995,95.0,1018.5
20241005T0600,8.570246,0.0,96.29577,11.5199995,97.0,1018.8
20241005T0700,9.330245,0.0,94.24861,18.359999,97.0,1019.1
20241005T0800,10.340245,0.0,89.502975,19.8,98.0,1018.9
20241005T0900,11.480246,0.0,81.93329,20.880001,99.0,1018.7
20241005T1000,12.290245,0.0,80.01084,22.68,96.0,1018.1
20241005T1100,13.280245,0.0,72.8549,23.759998,38.0,1017.6
20241005T1200,13.860246,0.0,69.80986,23.759998,49.0,1016.8
20241005T1300,14.150246,0.0,69.39516,22.68,92.0,1016.3
20241005T1400,14.160245,0.0,69.728455,24.48,89.0,1015.7
20241005T1500,13.940246,0.0,71.07242,24.119999,54.0,1015.5
20241005T1600,13.340245,0.0,72.71748,23.4,43.0,1015.3
20241005T1700,10.860246,0.0,85.621765,19.08,54.0,1015.2
20241005T1800,9.080245,0.0,92.06921,13.679999,26.0,1015.0
20241005T1900,8.740245,0.0,91.66684,14.759999,10.0,1015.0
20241005T2000,8.480246,0.0,92.4079,12.599999,7.0,1014.8
20241005T2100,6.7002454,0.0,96.48916,13.679999,3.0,1014.0
20241005T2200,6.0502453,0.0,96.32861,14.04,5.0,1013.9
20241005T2300,5.8402452,0.0,95.91634,12.959999,8.0,1013.6
20241006T0000,5.5802455,0.0,96.57927,13.32,20.400002,1013.6
20241006T0100,5.8102455,0.0,95.112274,12.959999,28.500002,1013.1
20241006T0200,5.8402452,0.0,94.25109,10.799999,30.000002,1012.7
20241006T0300,5.7402453,0.0,94.9754,11.879999,40.0,1012.5
20241006T0400,5.940245,0.0,95.71982,13.679999,60.0,1012.2
20241006T0500,6.0702453,0.0,95.592155,13.32,70.0,1011.9
20241006T0600,6.2602453,0.0,95.46777,12.959999,83.0,1011.9
20241006T0700,7.610245,0.0,92.925575,16.919998,88.0,1012.1
20241006T0800,8.620245,0.0,89.660034,17.28,29.7,1011.9
20241006T0900,9.780245,0.0,86.74022,17.64,30.000002,1011.7
20241006T1000,11.410245,0.0,83.841995,20.16,84.0,1011.5
20241006T1100,12.330245,0.0,81.54998,20.880001,56.0,1011.1
20241006T1200,14.220245,0.0,76.0461,21.599998,81.0,1010.5
20241006T1300,15.680245,0.0,70.74362,21.24,60.0,1009.5
20241006T1400,16.510246,0.0,65.91601,20.880001,85.0,1009.2
20241006T1500,16.010246,0.0,69.86603,20.519999,88.0,1008.9
20241006T1600,15.030245,0.0,72.10593,19.08,69.0,1008.9
20241006T1700,14.0602455,0.0,79.199684,19.08,85.0,1008.8
20241006T1800,13.510245,0.0,82.53608,18.72,61.0,1008.8
20241006T1900,12.900246,0.0,86.36587,20.880001,79.0,1008.5
20241006T2000,12.720245,2.0,87.981224,24.119999,85.0,1008.4
20241006T2100,12.650246,0.8,89.81657,26.28,74.0,1008.6
20241006T2200,12.390245,0.0,95.34712,21.599998,76.0,1009.0
20241006T2300,12.460245,0.0,95.92103,21.599998,70.0,1008.8
20241007T0000,12.350245,0.0,97.06929,20.880001,60.0,1008.2
20241007T0100,12.220245,0.0,97.97126,20.880001,66.0,1008.3
20241007T0200,12.410245,0.0,98.36478,19.08,60.0,1008.0
20241007T0300,12.450245,0.0,99.08327,18.359999,64.0,1007.3
20241007T0400,12.150246,0.0,99.73807,16.919998,43.0,1006.9
20241007T0500,12.420245,0.0,99.08293,15.84,65.0,1006.8
20241007T0600,12.730246,0.0,98.045944,16.919998,82.0,1006.9
20241007T0700,13.470245,1.4,95.70386,45.719997,83.0,1007.1
20241007T0800,14.750245,1.0,92.43179,46.44,55.0,1007.7
20241007T0900,15.990245,0.2,89.49091,22.68,60.0,1007.9
20241007T1000,17.100245,0.0,84.89402,20.16,54.0,1007.8
20241007T1100,18.090246,0.0,81.08605,18.72,42.0,1007.0
20241007T1200,19.020245,0.0,77.22369,19.8,39.0,1006.8
20241007T1300,19.040245,0.0,76.33224,20.16,32.0,1006.0
20241007T1400,18.710245,0.0,79.971855,39.239998,70.0,1006.0
20241007T1500,18.270245,0.3,85.952995,43.199997,96.0,1005.2
20241007T1600,17.610245,0.1,88.92677,28.44,100.0,1005.2
20241007T1700,17.240246,0.3,91.15678,27.72,100.0,1005.5
20241007T1800,16.830246,0.2,91.83763,28.44,96.0,1005.4
20241007T1900,16.580246,0.4,91.58574,33.48,66.0,1004.9
20241007T2000,16.310246,0.0,93.000435,19.44,60.0,1004.6
20241007T2100,16.050245,0.2,94.25791,23.759998,71.0,1004.9
20241007T2200,15.500245,0.3,97.52368,33.48,89.0,1005.3
20241007T2300,15.510245,0.2,96.83296,24.119999,93.0,1005.9
20241008T0000,15.140245,0.2,96.072845,20.880001,93.0,1005.4
20241008T0100,14.710245,0.3,97.63496,15.119999,75.0,1004.6
20241008T0200,14.290245,0.2,98.521774,15.119999,80.0,1003.9
20241008T0300,14.210245,0.4,98.64928,20.880001,87.0,1003.8
20241008T0400,14.100245,0.5,98.3266,18.359999,99.0,1004.3
20241008T0500,14.090245,0.8,98.07003,15.119999,100.0,1004.5
20241008T0600,14.0602455,1.8,96.479744,10.799999,100.0,1005.0
20241008T0700,14.150246,1.6,97.1151,21.599998,93.0,1005.3
20241008T0800,14.430245,0.8,97.37534,21.96,97.0,1005.0
20241008T0900,14.630245,1.2,97.506454,14.4,100.0,1004.9
20241008T1000,15.030245,1.9,91.30776,11.159999,100.0,1004.2
20241008T1100,14.770246,1.9,94.63229,8.28,100.0,1004.6
20241008T1200,14.600245,2.0,93.51834,8.64,100.0,1004.7
20241008T1300,14.490245,1.7,92.96322,9.36,100.0,1005.0
20241008T1400,14.900246,0.6,92.38017,11.879999,100.0,1004.9
20241008T1500,15.110246,0.1,91.85137,12.959999,99.0,1004.8
20241008T1600,14.790245,0.0,93.58906,12.24,98.0,1004.9
20241008T1700,14.110246,0.0,94.60407,12.959999,84.0,1005.3
20241008T1800,13.480246,0.0,95.326996,15.119999,41.0,1004.8
20241008T1900,13.110246,0.0,95.3755,16.56,29.400002,1005.2
20241008T2000,12.790245,0.0,95.742455,16.919998,28.500002,1005.2
20241008T2100,12.330245,0.0,96.36309,17.64,10.0,1005.3
20241008T2200,11.930245,0.0,95.71048,18.72,26.0,1005.6
20241008T2300,11.440246,0.0,96.1407,19.08,8.0,1005.5
20241009T0000,11.100245,0.0,96.45131,19.8,4.0,1005.3
20241009T0100,10.690246,0.0,97.15304,20.16,6.0,1004.8
20241009T0200,10.280245,0.0,97.33785,20.519999,25.2,1003.9
20241009T0300,10.010245,0.0,97.461876,21.24,11.0,1003.2
20241009T0400,9.750245,0.0,98.04984,21.24,75.0,1002.2
20241009T0500,9.670245,0.0,97.98171,21.24,32.0,1001.3
20241009T0600,10.050245,0.0,96.350266,22.319998,94.0,1001.2
20241009T0700,11.290245,0.0,93.78029,23.4,81.0,1000.4
20241009T0800,12.940246,0.0,91.10412,23.4,92.0,999.9
20241009T0900,14.290245,0.0,86.96814,24.119999,98.0,998.6
20241009T1000,15.630245,0.0,81.61268,24.84,99.0,998.1
20241009T1100,17.000246,0.0,75.90243,24.84,100.0,997.2
20241009T1200,17.600245,0.0,74.324036,25.56,100.0,996.0
20241009T1300,17.770245,0.0,71.10002,27.359999,99.0,994.8
20241009T1400,18.030245,0.0,69.8484,27.72,79.0,993.6
