location,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Gust,Cloud Cover Total,Mean Sea Level Pressure
unit,°C,mm,%,km/h,%,hPa
level,2 m elevation corrected,sfc,2 m,sfc,sfc,MSL
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Gust,Basel Cloud Cover Total,Basel Mean Sea Level Pressure [MSL]
20240406T0600,10.410245,0.0,88.720924,18.72,29.400002,1018.3
20240406T0700,13.610246,0.0,78.81329,23.039999,29.7,1018.2
20240406T0800,16.940245,0.0,66.587,22.319998,29.400002,1018.0
20240406T0900,20.340246,0.0,57.172005,22.68,26.400002,1017.6
20240406T1000,22.950245,0.0,49.186375,24.119999,20.1,1017.4
20240406T1100,24.670246,0.0,41.443333,24.84,6.9,1017.2
20240406T1200,25.980246,0.0,36.00157,28.08,5.1000004,1016.7
20240406T1300,26.990246,0.0,32.5184,30.960001,6.3,1015.9
20240406T1400,27.600245,0.0,29.207743,30.960001,8.700001,1015.1
20240406T1500,27.490246,0.0,30.272219,28.08,16.800001,1014.6
20240406T1600,26.390245,0.0,34.758247,21.599998,25.500002,1014.0
20240406T1700,23.590246,0.0,43.527843,16.199999,21.300001,1014.0
20240406T1800,18.960245,0.0,60.313286,15.84,27.000002,1014.4
20240406T1900,16.590246,0.0,70.779076,19.8,28.2,1014.9
20240406T2000,15.160245,0.0,75.59488,18.72,27.6,1015.2
20240406T2100,14.520246,0.0,78.37283,20.519999,28.500002,1015.2
20240406T2200,14.450245,0.0,68.75254,20.880001,30.000002,1015.3
20240406T2300,13.850245,0.0,69.05014,21.24,30.000002,1015.1
20240407T0000,13.490245,0.0,70.500755,21.24,28.2,1015.1
20240407T0100,13.240245,0.0,73.94665,20.519999,27.000002,1014.9
20240407T0200,13.080245,0.0,75.800964,19.44,23.400002,1015.4
20240407T0300,12.800245,0.0,79.22348,18.359999,23.1,1016.3
20240407T0400,12.880245,0.0,75.76657,21.599998,23.1,1017.7
20240407T0500,15.210245,0.0,62.188557,21.24,19.800001,1018.2
20240407T0600,13.670245,0.0,73.52446,16.919998,19.5,1019.4
20240407T0700,15.670245,0.0,71.7927,15.84,10.200001,1019.5
20240407T0800,17.620245,0.0,61.875957,14.04,14.700001,1020.0
20240407T0900,19.660246,0.0,55.34778,15.4800005,12.6,1019.7
20240407T1000,21.180244,0.0,49.164967,17.64,21.6,1019.5
20240407T1100,22.340246,0.0,45.508507,19.08,26.7,1018.8
20240407T1200,23.200245,0.0,42.064793,19.08,22.2,1018.2
20240407T1300,23.920246,0.0,41.34192,18.359999,27.6,1017.1
20240407T1400,24.370245,0.0,40.397697,18.0,27.900002,1016.2
20240407T1500,24.130245,0.0,42.35655,17.28,39.0,1015.5
20240407T1600,23.070246,0.0,46.172794,16.56,51.0,1014.3
20240407T1700,21.310246,0.0,53.914978,13.32,29.400002,1013.3
20240407T1800,20.020245,0.0,54.047657,12.959999,27.300001,1012.8
20240407T1900,18.360245,0.0,60.93951,16.199999,28.500002,1012.4
20240407T2000,17.430244,0.0,64.58765,14.759999,28.800001,1012.4
20240407T2100,16.060246,0.0,74.4002,16.199999,29.7,1012.2
20240407T2200,14.980246,0.0,78.02626,16.199999,30.000002,1012.6
20240407T2300,13.840245,0.0,84.02392,14.04,29.400002,1012.7
20240408T0000,13.540245,0.0,85.17409,12.599999,20.7,1012.8
20240408T0100,14.150246,0.0,84.733795,14.4,6.6000004,1012.4
20240408T0200,14.700245,0.0,81.00284,15.119999,14.0,1012.9
20240408T0300,13.240245,0.0,84.62941,14.759999,14.0,1012.8
20240408T0400,13.020246,0.0,83.981964,14.4,8.0,1012.6
20240408T0500,11.720245,0.0,86.7084,14.4,7.0,1012.5
20240408T0600,12.500245,0.0,84.82813,15.4800005,10.0,1012.3
20240408T0700,15.440246,0.0,77.32277,15.84,23.0,1012.0
20240408T0800,18.430244,0.0,65.76248,15.119999,25.0,1011.7
20240408T0900,20.550245,0.0,53.502144,14.759999,17.0,1011.3
20240408T1000,21.690245,0.0,48.615086,18.359999,86.0,1010.9
20240408T1100,22.950245,0.0,47.451466,19.08,82.0,1010.9
20240408T1200,23.990246,0.0,47.641346,22.68,35.0,1011.0
20240408T1300,24.690245,0.0,43.458946,23.4,37.0,1009.9
20240408T1400,25.410246,0.0,41.293297,17.64,32.0,1009.0
20240408T1500,25.740246,0.0,41.33126,16.919998,59.0,1007.9
20240408T1600,24.830246,0.0,46.351006,18.359999,18.0,1006.8
20240408T1700,23.220245,0.1,53.909657,15.119999,37.0,1006.4
20240408T1800,20.620245,0.0,64.146194,13.32,44.0,1006.0
20240408T1900,19.000246,0.0,69.671906,15.4800005,44.0,1005.9
20240408T2000,18.980246,0.0,69.12203,13.32,90.0,1006.1
20240408T2100,18.210245,0.0,70.94992,16.919998,71.0,1005.2
20240408T2200,17.750246,0.0,69.378876,17.64,25.2,1005.4
20240408T2300,17.150246,0.0,73.56326,17.28,69.0,1005.5
20240409T0000,17.140245,0.0,73.319,17.28,63.0,1005.9
20240409T0100,18.450245,0.0,64.21441,22.68,90.0,1007.1
20240409T0200,18.280245,0.0,52.72138,33.839996,44.0,1008.3
20240409T0300,17.220245,0.0,55.012592,34.56,33.0,1008.9
20240409T0400,16.630245,0.0,65.853714,34.56,51.0,1009.5
20240409T0500,14.960245,0.0,71.464195,37.079998,93.0,1011.2
20240409T0600,12.430245,0.1,71.456726,38.519997,100.0,1013.4
20240409T0700,10.3102455,0.4,73.40131,42.48,96.0,1015.3
20240409T0800,9.210245,0.9,76.87175,42.839996,94.0,1017.2
20240409T0900,8.580245,1.0,80.060196,42.48,92.0,1018.7
20240409T1000,8.520246,0.7,81.57563,39.96,100.0,1020.2
20240409T1100,8.870245,0.5,79.32559,35.64,100.0,1020.6
20240409T1200,9.240245,0.4,79.1628,34.56,100.0,1020.9
20240409T1300,9.150246,0.3,79.093445,34.2,100.0,1021.1
20240409T1400,9.160245,0.2,78.38126,31.319998,99.0,1021.0
20240409T1500,9.610246,0.1,76.619194,30.960001,96.0,1021.3
20240409T1600,9.760245,0.1,75.26869,27.72,97.0,1021.5
20240409T1700,9.540245,0.0,76.71404,24.48,99.0,1022.0
20240409T1800,8.970245,0.0,78.62449,22.68,95.0,1022.7
20240409T1900,8.450246,0.0,80.20849,19.8,93.0,1023.4
20240409T2000,8.150246,0.0,82.96033,18.0,71.0,1024.0
20240409T2100,7.8702455,0.0,83.73893,16.919998,73.0,1024.3
20240409T2200,6.9502454,0.0,86.06543,16.56,76.0,1025.7
20240409T2300,6.440245,0.0,87.104195,14.04,9.0,1025.7
20240410T0000,5.9902453,0.0,86.62477,13.32,18.0,1026.2
20240410T0100,5.8002453,0.0,85.86956,13.32,16.0,1026.3
20240410T0200,5.2002454,0.0,86.904655,13.32,20.0,1026.8
20240410T0300,5.0102453,0.0,88.56968,13.32,47.0,1027.4
20240410T0400,4.6402454,0.0,89.73928,13.32,61.0,1027.7
20240410T0500,4.4502454,0.0,91.52968,13.32,22.0,1028.6
20240410T0600,5.8002453,0.0,88.523865,12.959999,26.0,1029.2
20240410T0700,7.3202453,0.0,85.4471,12.24,11.0,1029.6
20240410T0800,8.870245,0.0,75.902626,19.8,25.0,1030.4
20240410T0900,10.070246,0.0,66.25326,22.68,43.0,1030.4
20240410T1000,10.670245,0.0,58.026913,24.119999,58.0,1030.9
20240410T1100,10.980246,0.0,54.721573,24.84,72.0,1030.9
20240410T1200,11.720245,0.0,52.54276,24.119999,73.0,1030.3
20240410T1300,12.290245,0.0,51.327114,26.28,86.0,1029.9
20240410T1400,12.460245,0.0,50.57316,28.44,84.0,1030.0
20240410T1500,12.610246,0.0,50.76068,29.16,91.0,1030.1
20240410T1600,12.630245,0.0,50.62145,29.519999,87.0,1030.4
20240410T1700,12.190246,0.0,53.089085,27.72,81.0,1030.5
20240410T1800,10.580245,0.0,56.16389,22.68,62.0,1030.9
20240410T1900,8.250245,0.0,66.54482,17.28,47.0,1031.4
20240410T2000,6.5802455,0.0,76.355804,14.759999,12.0,1031.9
20240410T2100,5.8302455,0.0,80.429955,15.4800005,16.0,1032.4
20240410T2200,6.4502454,0.0,75.84244,15.84,13.0,1032.8
20240410T2300,5.8302455,0.0,78.77852,13.32,6.0,1033.0
20240411T0000,5.230245,0.0,82.673294,10.440001,3.0,1032.8
20240411T0100,5.1602454,0.0,82.959816,10.440001,1.0,1032.7
20240411T0200,4.860245,0.0,85.08444,9.72,2.0,1032.7
20240411T0300,3.9802456,0.0,88.46391,10.440001,0.0,1033.0
20240411T0400,3.5602455,0.0,90.02416,10.440001,0.0,1033.2
20240411T0500,3.7102456,0.0,90.10276,9.72,0.0,1033.7
20240411T0600,4.400245,0.0,90.03744,9.0,0.0,1034.2
20240411T0700,7.440245,0.0,81.30454,9.36,0.0,1034.5
20240411T0800,10.480246,0.0,69.78639,12.24,0.0,1034.7
20240411T0900,12.740245,0.0,61.50641,15.84,0.0,1034.8
20240411T1000,14.590245,0.0,56.12199,18.359999,2.0,1034.6
20240411T1100,15.770246,0.0,51.00029,19.8,5.1000004,1034.4
20240411T1200,16.470245,0.0,48.660374,20.519999,12.0,1033.9
20240411T1300,17.080246,0.0,48.1921,20.16,23.1,1033.2
20240411T1400,17.580246,0.0,47.338634,18.0,28.500002,1032.8
20240411T1500,17.810246,0.0,47.766106,16.919998,29.400002,1032.5
20240411T1600,17.580246,0.0,48.80334,16.199999,27.000002,1032.3
20240411T1700,16.720245,0.0,52.012115,15.4800005,3.9,1032.3
20240411T1800,13.450245,0.0,64.25105,13.32,3.3000002,1032.5
20240411T1900,11.290245,0.0,71.825195,13.32,1.5,1033.0
20240411T2000,10.510245,0.0,75.14218,12.24,0.0,1033.1
20240411T2100,9.900246,0.0,76.82923,10.799999,0.0,1033.5
20240411T2200,8.960245,0.0,80.00657,10.799999,6.6000004,1033.7
20240411T2300,7.940245,0.0,82.70003,10.08,10.5,1034.2
20240412T0000,6.4302454,0.0,87.78035,9.72,10.200001,1034.2
20240412T0100,7.270245,0.0,86.34399,9.36,25.2,1034.1
20240412T0200,6.690245,0.0,88.550224,7.5599995,28.2,1034.1
20240412T0300,5.420245,0.0,91.47762,7.2,26.400002,1034.3
20240412T0400,4.0702453,0.0,95.56174,8.28,27.300001,1034.3
20240412T0500,4.8002453,0.0,91.81803,9.36,26.1,1034.5
20240412T0600,6.710245,0.0,90.3698,9.72,2.7,1034.3
20240412T0700,10.470245,0.0,78.97256,11.879999,0.0,1034.4
20240412T0800,13.730246,0.0,69.403366,11.159999,0.0,1034.6
20240412T0900,15.980246,0.0,61.612144,11.879999,0.0,1034.1
20240412T1000,17.920246,0.0,55.195663,12.24,2.4,1033.8
20240412T1100,19.410246,0.0,51.189777,14.759999,15.3,1033.1
20240412T1200,20.520245,0.0,47.06449,15.4800005,29.1,1032.6
20240412T1300,21.370245,0.0,45.14424,15.84,29.1,1032.1
20240412T1400,21.720245,0.0,43.144794,16.56,25.500002,1031.2
20240412T1500,21.860245,0.0,42.86294,16.56,22.2,1030.7
20240412T1600,21.690245,0.0,43.608112,16.199999,22.800001,1030.3
20240412T1700,20.720245,0.0,47.957542,14.04,22.5,1030.2
20240412T1800,19.200245,0.0,47.599026,9.36,1.8000001,1030.4
20240412T1900,15.820246,0.0,61.113785,11.879999,2.4,1030.5
20240412T2000,13.8102455,0.0,70.13353,10.08,12.6,1030.9
20240412T2100,12.570246,0.0,75.60987,7.2,22.2,1031.0
20240412T2200,9.890245,0.0,85.92312,8.64,19.800001,1030.9
20240412T2300,8.820246,0.0,90.35902,9.0,3.0,1030.9
20240413T0000,8.290245,0.0,91.00371,9.72,15.000001,1030.6
20240413T0100,8.280246,0.0,89.87829,9.36,9.900001,1030.1
20240413T0200,8.090245,0.0,89.79957,9.0,24.6,1029.8
20240413T0300,7.8102455,0.0,89.21568,9.0,28.500002,1030.1
20240413T0400,7.4502454,0.0,90.11857,9.36,27.6,1030.0
20240413T0500,6.960245,0.0,90.83396,10.08,27.900002,1030.0
20240413T0600,9.8102455,0.0,87.160706,9.72,27.900002,1030.3
20240413T0700,13.370245,0.0,77.87804,14.04,24.900002,1030.1
20240413T0800,16.330246,0.0,69.51023,14.04,29.7,1029.7
20240413T0900,18.860245,0.0,60.16868,13.679999,29.7,1029.3
20240413T1000,21.000246,0.0,54.013966,14.04,30.000002,1028.8
20240413T1100,22.670246,0.0,49.569675,14.4,29.400002,1028.0
20240413T1200,23.980246,0.0,45.237057,14.759999,28.800001,1027.3
20240413T1300,25.120245,0.0,42.720135,14.759999,27.6,1026.5
20240413T1400,25.970245,0.0,39.804653,14.759999,25.500002,1025.5
20240413T1500,26.440245,0.0,38.32392,14.4,24.300001,1024.9
20240413T1600,26.310246,0.0,38.184998,13.32,26.400002,1024.3
20240413T1700,24.880245,0.0,48.547073,11.159999,17.7,1024.0
20240413T1800,22.190245,0.0,49.439857,10.440001,18.0,1023.9
20240413T1900,18.150246,0.0,64.44694,10.08,20.1,1024.1
20240413T2000,15.300245,0.0,74.86476,12.959999,25.500002,1024.5
20240413T2100,14.410245,0.0,79.88976,14.04,29.1,1024.4
20240413T2200,13.590245,0.0,81.22959,15.84,27.300001,1024.2
20240413T2300,13.070246,0.0,82.64547,15.84,28.2,1024.3
20240414T0000,12.360246,0.0,85.1554,15.4800005,25.500002,1024.3
20240414T0100,11.940246,0.0,85.858,15.4800005,23.400002,1024.2
20240414T0200,11.480246,0.0,87.03598,15.119999,12.900001,1024.1
20240414T0300,11.210245,0.0,88.07571,14.759999,15.6,1024.0
20240414T0400,11.080245,0.0,88.06332,14.759999,11.700001,1023.9
20240414T0500,10.800245,0.0,88.99772,15.119999,8.700001,1023.9
20240414T0600,12.880245,0.0,84.75805,17.28,4.5,1024.1
20240414T0700,16.700245,0.0,74.41313,18.359999,12.0,1024.2
20240414T0800,19.820246,0.0,62.800114,17.64,19.800001,1024.1
20240414T0900,21.920246,0.0,56.70053,18.72,19.2,1023.7
20240414T1000,23.500246,0.0,52.483223,21.24,15.6,1023.0
20240414T1100,24.730246,0.0,47.716854,23.759998,13.8,1022.3
20240414T1200,25.630245,0.0,43.836597,25.199999,17.1,1021.5
20240414T1300,26.240246,0.0,39.90739,25.56,15.6,1020.7
20240414T1400,26.510244,0.0,37.936813,25.56,10.5,1019.8
20240414T1500,26.380245,0.0,38.128414,24.84,10.5,1019.2
20240414T1600,25.630245,0.0,40.80883,22.68,14.700001,1018.5
20240414T1700,24.210245,0.0,45.69342,18.0,16.800001,1018.1
20240414T1800,22.590246,0.0,47.036892,12.599999,16.800001,1017.7
20240414T1900,20.150246,0.0,54.92035,12.599999,23.400002,1017.5
20240414T2000,16.250246,0.0,72.67307,11.159999,24.300001,1017.3
20240414T2100,15.270246,0.0,77.24427,12.24,27.000002,1016.8
20240414T2200,14.180245,0.0,81.03931,12.959999,26.400002,1016.4
20240414T2300,13.950245,0.0,82.20759,14.4,27.300001,1016.1
20240415T0000,15.100245,0.0,77.94097,16.199999,28.2,1015.8
20240415T0100,15.510245,0.0,79.57191,22.319998,30.0,1015.6
20240415T0200,14.940246,0.0,82.554245,21.24,30.000002,1015.2
20240415T0300,14.450245,0.0,84.99279,15.84,35.0,1014.8
20240415T0400,14.400246,0.0,85.325775,14.4,51.0,1014.5
20240415T0500,14.340245,0.0,87.31871,23.759998,83.0,1014.2
20240415T0600,14.910245,0.2,86.059586,23.4,89.0,1014.3
20240415T0700,15.610246,0.2,84.06484,19.08,91.0,1014.4
20240415T0800,15.750245,0.2,85.24754,21.599998,92.0,1014.3
20240415T0900,16.710245,0.2,79.796455,23.4,95.0,1014.1
20240415T1000,17.440245,0.0,74.00357,42.839996,55.0,1013.5
20240415T1100,17.070246,0.6,72.582886,47.16,90.0,1012.8
20240415T1200,17.530245,0.2,67.56234,54.0,47.0,1011.9
20240415T1300,18.340246,0.1,61.30278,59.039997,46.0,1010.7
20240415T1400,18.750246,0.1,55.786194,52.199997,23.0,1009.9
20240415T1500,18.920246,0.0,47.260075,56.88,20.0,1009.2
20240415T1600,18.400246,0.0,42.513542,59.039997,11.0,1008.8
20240415T1700,17.190245,0.0,38.94278,57.239998,17.0,1009.3
20240415T1800,15.930245,0.0,40.29337,55.44,42.0,1010.1
20240415T1900,14.210245,0.1,45.941647,64.439995,61.0,1011.5
20240415T2000,12.680245,0.2,51.73128,61.56,80.0,1012.2
20240415T2100,11.160245,0.3,58.77884,55.44,86.0,1012.6
20240415T2200,9.470245,0.6,67.8731,47.88,98.0,1013.2
20240415T2300,7.860245,1.3,78.0023,46.44,98.0,1013.3
20240416T0000,7.0502453,1.4,82.46058,46.079998,99.0,1013.7
20240416T0100,6.460245,0.8,84.86254,44.28,91.0,1013.3
20240416T0200,6.2002454,0.3,84.76993,41.760002,78.0,1013.2
20240416T0300,6.250245,0.2,84.6563,43.199997,59.0,1013.1
20240416T0400,6.000245,0.1,83.906944,42.839996,44.0,1013.3
20240416T0500,5.940245,0.0,82.95019,41.399998,34.0,1013.6
20240416T0600,6.3102455,0.0,78.29706,39.6,35.0,1014.1
20240416T0700,6.8702455,0.0,70.569336,54.0,55.0,1014.1
20240416T0800,7.6602454,0.0,63.963028,57.6,37.0,1013.8
20240416T0900,8.460245,0.1,60.4311,57.96,29.0,1013.5
20240416T1000,9.110246,0.1,60.554207,63.72,60.0,1014.0
20240416T1100,9.590245,0.0,61.949097,64.439995,65.0,1013.5
20240416T1200,9.850245,0.1,63.398376,63.72,49.0,1013.2
20240416T1300,10.550245,0.1,62.540363,60.839996,39.0,1012.4
20240416T1400,10.500245,0.2,63.960945,57.6,37.0,1011.6
20240416T1500,9.970245,0.5,65.62405,55.079998,40.0,1010.9
20240416T1600,9.020246,0.7,69.42811,52.92,71.0,1011.1
20240416T1700,7.920245,0.3,75.144714,45.0,83.0,1011.2
20240416T1800,7.3302455,0.0,82.325714,40.32,96.0,1011.4
20240416T1900,7.2602453,0.3,84.18979,38.519997,100.0,1012.0
20240416T2000,7.0102453,0.4,85.40991,33.12,99.0,1012.3
20240416T2100,6.9102454,0.2,85.638405,28.44,98.0,1012.1
20240416T2200,6.3202453,0.0,89.704,27.0,75.0,1012.1
20240416T2300,6.4102454,0.0,87.65474,27.359999,82.0,1012.2
20240417T0000,6.3502455,0.1,86.177734,28.08,84.0,1012.2
20240417T0100,6.3102455,0.0,85.14428,30.239998,81.0,1011.9
20240417T0200,6.2002454,0.2,86.46519,29.88,57.0,1011.6
20240417T0300,6.170245,0.3,85.67082,29.16,63.0,1011.7
20240417T0400,5.880245,0.7,86.673615,29.88,90.0,1011.7
20240417T0500,5.770245,0.5,87.03027,29.16,86.0,1012.3
20240417T0600,5.6202455,0.6,88.25551,26.28,98.0,1012.5
20240417T0700,5.5502453,0.7,88.49869,29.88,96.0,1013.1
20240417T0800,5.750245,0.8,87.46057,29.88,98.0,1013.2
20240417T0900,6.460245,0.8,84.80261,29.519999,81.0,1013.7
20240417T1000,7.2402453,0.6,82.89473,28.08,87.0,1013.7
20240417T1100,8.340245,0.4,79.40876,28.44,72.0,1013.4
20240417T1200,9.3102455,0.4,73.055595,29.88,63.0,1013.1
20240417T1300,9.500245,0.3,67.25777,31.319998,40.0,1012.6
20240417T1400,8.800245,0.3,60.649517,31.319998,45.0,1012.2
20240417T1500,8.430245,0.7,62.689594,29.88,53.0,1012.3
20240417T1600,6.8902454,0.8,71.338684,28.8,77.0,1012.6
20240417T1700,6.4902453,0.7,81.68369,32.399998,72.0,1012.7
20240417T1800,6.2402453,0.3,81.53105,25.56,48.0,1012.6
20240417T1900,5.2002454,0.0,84.64255,15.4800005,41.0,1013.2
20240417T2000,4.650245,0.1,87.777954,13.679999,45.0,1013.7
20240417T2100,4.5402455,0.0,89.47435,13.679999,66.0,1014.0
20240417T2200,4.2902455,0.0,90.99624,12.959999,87.0,1014.1
20240417T2300,4.2502456,0.1,91.84024,12.24,81.0,1014.2
20240418T0000,4.5902452,0.3,90.183205,11.879999,98.0,1014.4
20240418T0100,4.5802455,0.5,90.31086,13.679999,98.0,1014.2
20240418T0200,4.0002456,0.7,92.34643,12.599999,95.0,1014.5
20240418T0300,3.3802452,0.7,94.57503,12.959999,81.0,1014.5
20240418T0400,3.1702452,0.4,95.24234,12.24,77.0,1014.6
20240418T0500,3.1102452,0.2,94.55896,11.879999,82.0,1015.3
20240418T0600,3.5502453,0.1,91.32506,16.56,87.0,1016.0
20240418T0700,4.3702455,0.2,85.63505,19.44,90.0,1016.6
20240418T0800,5.290245,0.2,77.34004,20.519999,87.0,1017.3
20240418T0900,5.980245,0.2,74.72803,22.319998,90.0,1018.0
20240418T1000,6.540245,0.3,79.34617,23.759998,61.0,1018.7
20240418T1100,6.6002455,0.3,77.56788,25.199999,63.0,1019.1
20240418T1200,7.710245,0.3,72.89735,25.919998,47.0,1019.2
20240418T1300,8.160246,0.2,70.08748,26.64,39.0,1019.0
20240418T1400,9.010245,0.1,66.3398,29.16,41.0,1019.2
20240418T1500,8.920245,0.0,65.14638,29.88,52.0,1019.7
20240418T1600,8.890245,0.0,65.46586,30.239998,39.0,1020.0
20240418T1700,8.490246,0.0,66.64758,26.64,50.0,1020.7
20240418T1800,7.400245,0.0,73.462166,23.039999,29.0,1021.1
20240418T1900,5.7002454,0.0,84.58618,13.679999,32.0,1021.9
20240418T2000,5.7602453,0.0,82.57138,12.24,31.0,1022.6
20240418T2100,5.500245,0.0,83.900276,10.08,29.0,1022.8
20240418T2200,4.0202456,0.0,89.74505,8.64,29.0,1023.4
20240418T2300,3.3002453,0.0,91.83043,11.159999,47.0,1023.2
20240419T0000,3.0902452,0.0,91.81351,12.599999,43.0,1023.2
20240419T0100,3.2402453,0.0,91.10223,13.32,81.0,1022.9
20240419T0200,3.2802453,0.0,90.387535,14.759999,100.0,1022.4
20240419T0300,3.2002454,0.0,91.36133,15.4800005,100.0,1021.7
20240419T0400,3.5202456,0.0,90.73455,17.28,99.0,1021.4
20240419T0500,4.0802455,0.0,90.00794,19.44,100.0,1021.5
20240419T0600,4.9302454,0.0,87.62053,22.68,100.0,1021.3
20240419T0700,5.480245,0.2,86.13697,30.599998,100.0,1021.1
20240419T0800,6.000245,0.3,83.55017,38.88,100.0,1020.5
20240419T0900,6.5102453,0.4,78.610214,43.92,99.0,1019.9
20240419T1000,6.8402452,0.4,81.15835,46.079998,98.0,1019.8
20240419T1100,7.3902454,0.5,80.49865,52.56,97.0,1018.7
20240419T1200,7.400245,0.5,80.7276,50.399998,96.0,1017.7
20240419T1300,7.3502455,0.5,82.328514,48.6,97.0,1016.8
20240419T1400,7.3702455,0.6,82.273415,49.68,100.0,1016.2
20240419T1500,7.6402454,0.7,81.50564,48.96,100.0,1015.3
20240419T1600,7.8402452,0.9,82.05113,48.96,99.0,1014.7
20240419T1700,7.690245,1.7,85.01443,50.039997,98.0,1014.9
20240419T1800,7.5902452,2.0,87.59438,56.88,99.0,1014.6
20240419T1900,7.250245,1.1,90.16408,45.719997,99.0,1014.8
20240419T2000,7.150245,0.7,91.54822,32.760002,98.0,1015.0
20240419T2100,7.190245,0.5,89.59471,30.599998,76.0,1015.0
20240419T2200,7.3702455,0.2,89.174866,28.44,52.0,1015.4
20240419T2300,7.150245,0.5,85.9679,27.72,30.0,1015.8
20240420T0000,6.4302454,0.3,85.03885,29.519999,27.0,1016.6
20240420T0100,5.6802454,0.2,86.28285,28.08,27.0,1016.8
20240420T0200,5.270245,0.1,87.160164,25.919998,32.0,1017.4
20240420T0300,5.0902452,0.2,85.84552,23.039999,60.0,1017.7
20240420T0400,4.8002453,0.1,87.85672,20.519999,80.0,1018.2
20240420T0500,4.8702455,0.2,87.989525,19.44,84.0,1018.8
20240420T0600,5.000245,0.3,86.38775,20.880001,96.0,1019.7
20240420T0700,5.500245,0.5,83.422966,23.039999,88.0,1020.4
20240420T0800,5.7002454,0.4,81.276566,24.48,91.0,1021.0
20240420T0900,6.0702453,0.3,81.50591,25.56,95.0,1021.3
20240420T1000,7.130245,0.2,77.21871,26.28,68.0,1022.3
20240420T1100,7.8002453,0.2,74.803665,28.08,89.0,1022.1
20240420T1200,8.370246,0.2,69.83319,29.519999,93.0,1022.3
20240420T1300,8.540245,0.2,68.53992,29.88,94.0,1022.3
20240420T1400,8.990245,0.3,66.66678,29.519999,54.0,1022.3
20240420T1500,8.830245,0.4,67.442245,28.8,25.0,1022.1
20240420T1600,8.280246,0.2,70.51323,27.359999,41.0,1021.8
20240420T1700,7.5502453,0.2,74.33297,27.359999,35.0,1021.9
20240420T1800,6.8402452,0.2,80.87151,22.68,55.0,1022.5
20240420T1900,5.710245,0.0,87.518196,16.199999,25.0,1023.0
20240420T2000,5.0902452,0.1,90.48443,12.24,25.0,1023.6
20240420T2100,4.5902452,0.1,94.110405,11.159999,48.0,1023.6
20240420T2200,4.2102456,0.0,95.636635,10.440001,48.0,1023.6
20240420T2300,4.3302455,0.0,95.03416,10.799999,68.0,1023.4
20240421T0000,3.7802453,0.0,94.8687,12.24,9.0,1022.8
20240421T0100,3.6202455,0.0,95.06295,12.599999,13.0,1022.2
20240421T0200,3.8102455,0.0,94.33096,12.24,57.0,1021.7
20240421T0300,4.0402455,0.0,93.67549,11.879999,79.0,1020.9
20240421T0400,4.3702455,0.0,92.177155,12.959999,65.0,1020.4
20240421T0500,4.690245,0.2,88.78998,15.119999,72.0,1020.3
20240421T0600,4.880245,0.4,87.74011,20.519999,69.0,1020.2
20240421T0700,4.5602455,0.9,87.70555,24.119999,96.0,1020.3
20240421T0800,4.8702455,0.6,89.12459,24.48,89.0,1020.4
20240421T0900,4.770245,0.7,88.73474,28.44,94.0,1020.5
20240421T1000,4.5402455,0.8,88.26922,29.519999,56.0,1020.8
20240421T1100,5.3402452,0.3,82.33479,28.8,54.0,1020.8
20240421T1200,5.920245,0.3,77.56137,30.960001,70.0,1020.8
20240421T1300,5.5802455,0.3,76.6703,31.68,54.0,1020.4
20240421T1400,6.2402453,0.3,76.294624,32.039997,51.0,1020.4
20240421T1500,5.7002454,0.2,72.38944,29.88,40.0,1020.4
20240421T1600,6.2202454,0.2,66.36112,24.84,47.0,1020.3
20240421T1700,6.040245,0.5,68.42822,18.359999,43.0,1020.3
20240421T1800,4.8102455,0.2,77.42324,15.4800005,53.0,1020.8
20240421T1900,3.9902453,0.0,86.82856,18.0,45.0,1021.6
20240421T2000,3.1302452,0.0,94.08669,18.359999,39.0,1022.2
20240421T2100,2.4002454,0.0,97.48773,16.199999,32.0,1022.1
20240421T2200,2.3902454,0.0,95.40528,15.119999,51.0,1022.3
20240421T2300,2.1902454,0.0,96.43207,15.4800005,52.0,1022.0
20240422T0000,2.4402454,0.0,96.305016,16.919998,62.0,1022.1
20240422T0100,2.7902455,0.0,95.28991,16.56,70.0,1021.5
20240422T0200,2.8402452,0.0,93.8655,18.72,89.0,1021.3
20240422T0300,3.0102453,0.0,93.00376,20.880001,93.0,1021.2
20240422T0400,3.0902452,0.0,92.4098,23.039999,96.0,1021.2
20240422T0500,2.9802456,0.0,92.73443,25.199999,95.0,1021.1
20240422T0600,3.1402454,0.0,91.35628,27.72,86.0,1021.2
20240422T0700,3.8102455,0.0,87.875984,34.2,70.0,1021.2
20240422T0800,4.5802455,0.0,79.02501,41.039997,58.0,1021.1
20240422T0900,5.3502455,0.0,72.3704,43.92,33.0,1020.9
20240422T1000,5.6802454,0.0,71.085236,44.639996,54.0,1021.4
